1489540476293, 32758.2
1489540476403, 32772.9
1489540476497, 32763.22
1489540476590, 32765.09
1489540476700, 32769.77
1489540476794, 32769.61
1489540476903, 32770.58
1489540476997, 32766.52
1489540477091, 32763.9
1489540477200, 32772.25
1489540477278, 32770.12
1489540477403, 32757.94
1489540477481, 32782.7
1489540477591, 32762.33
1489540477684, 32765.57
1489540477809, 32770.63
1489540477887, 32766.45
1489540477981, 32777.15
1489540478075, 32762.61
1489540478184, 32770.86
1489540478294, 32764.03
1489540478388, 32780.93
1489540478497, 32761.83
1489540478591, 32769.27
1489540478700, 32767.88
1489540478778, 32772.56
1489540478888, 32760.88
1489540478997, 32774.46
1489540479091, 32767.16
1489540479184, 32771.5
1489540479294, 32768.75
1489540479388, 32770.19
1489540480075, 32763.79
1489540480185, 32765.14
1489540480294, 32772.35
1489540480388, 32773.26
1489540480497, 32760.94
1489540480591, 32763.91
1489540480778, 32763.91
1489540480794, 32765.59
1489540480888, 32766.61
1489540480997, 32769.4
1489540481091, 32764.07
1489540481185, 32768.11
1489540481294, 32766.72
1489540481388, 32771.21
1489540481497, 32762.33
1489540481591, 32771.46
1489540481700, 32769.25
1489540481794, 32763.42
1489540481888, 32763.63
1489540481997, 32765.67
1489540482091, 32768.38
1489540482185, 32769.79
1489540482279, 32767.98
1489540482404, 32763.23
1489540482482, 32769.32
1489540482591, 32761.27
1489540482685, 32774.5
1489540482794, 32756.43
1489540482888, 32767.9
1489540482982, 32770.33
1489540483091, 32768.4
1489540483185, 32761.25
1489540483294, 32765.86
1489540483388, 32772.84
1489540483482, 32761.5
1489540483591, 32762.59
1489540483685, 32768.65
1489540483794, 32769.27
1489540483888, 32765.56
1489540483982, 32765.74
1489540484091, 32765.29
1489540484185, 32766.02
1489540484295, 32766.03
1489540484373, 32762.59
1489540484498, 32767.1
1489540484576, 32764.05

