1489540231174, 32763.52
1489540231267, 32757.49
1489540231361, 32764.26
1489540231549, 32719.74
1489540231658, 32783.01
1489540231767, 32765.13
1489540231861, 32747.38
1489540231955, 32771.85
1489540232064, 32769.04
1489540232252, 32769.04
1489540232267, 32724.45
1489540232392, 32796.97
1489540232471, 32734.63
1489540232564, 32769.31
1489540232752, 32769.31
1489540232752, 32763.44
1489540232861, 32771.92
1489540232971, 32781.34
1489540233065, 32765.27
1489540233158, 32761.16
1489540233346, 32765.84
1489540233455, 32769.77
1489540233564, 32757.68
1489540233674, 32795.37
1489540233768, 32793.48
1489540233861, 32730.4
1489540233971, 32792.25
1489540234065, 32739.25
1489540234158, 32809.5
1489540234268, 32760.13
1489540234362, 32780.96
1489540234471, 32775.62
1489540234565, 32766.36
1489540234658, 32767.95
1489540234768, 32795.21
1489540234862, 32755.34
1489540235002, 32789.84
1489540235065, 32754.23
1489540235158, 32766.2
1489540235252, 32789.66
1489540235362, 32782.11
1489540235455, 32752.92
1489540235565, 32781.5
1489540235659, 32750.87
1489540235752, 32785.57
1489540235862, 32758.14
1489540235955, 32768.29
1489540236065, 32782.74
1489540236159, 32767.12
1489540236252, 32761.14
1489540236362, 32765.8
1489540236455, 32765.78
1489540236565, 32774.25
1489540236659, 32746.85
1489540236752, 32778.6
1489540236862, 32772.47
1489540236955, 32770.03
1489540237049, 32716.29
1489540237159, 32802.2
1489540237268, 32770.93
1489540237362, 32782.58
1489540237455, 32718.05
1489540237549, 32798.67
1489540238299, 32777.86
1489540238346, 32764.91
1489540238456, 32732.65
1489540238549, 32778.48
1489540238659, 32775.69
1489540238752, 32772.0
1489540238878, 32759.91
1489540238956, 32770.04
1489540239050, 32761.45
1489540239159, 32769.06
1489540239252, 32774.88
1489540239362, 32755.89
1489540239456, 32760.48
1489540239550, 32783.99
1489540239659, 32772.17
1489540239753, 32754.36
1489540239846, 32752.44
1489540239956, 32775.54
1489540240034, 32787.14
1489540240143, 32763.58
1489540240253, 32736.47
1489540240346, 32781.58
1489540240456, 32735.71
1489540240549, 32790.17
1489540240659, 32764.71
1489540240737, 32773.05
1489540240846, 32750.33
1489540241034, 32758.43
1489540241143, 32776.49
1489540241237, 32774.37
1489540241347, 32742.55
1489540241440, 32793.23
1489540241550, 32749.46
1489540241643, 32766.49
1489540241753, 31715.42
1489540241846, 36208.64
1489540241940, 31475.53
1489540242065, 33068.56
1489540242144, 32750.78

