1489540231174, 32750.3
1489540231267, 32791.23
1489540231361, 32767.71
1489540231549, 32753.02
1489540231658, 32776.86
1489540231767, 32763.64
1489540231861, 32768.82
1489540231955, 32735.16
1489540232064, 32781.66
1489540232252, 32781.66
1489540232267, 32751.73
1489540232392, 32724.65
1489540232471, 32740.6
1489540232564, 32738.4
1489540232752, 32738.4
1489540232752, 32749.23
1489540232861, 32754.31
1489540232971, 32736.91
1489540233065, 32752.47
1489540233158, 32751.67
1489540233346, 32762.38
1489540233455, 32760.37
1489540233564, 32736.51
1489540233674, 32758.97
1489540233768, 32744.74
1489540233861, 32766.14
1489540233971, 32765.94
1489540234065, 32753.66
1489540234158, 32761.71
1489540234268, 32770.21
1489540234362, 32763.87
1489540234471, 32764.62
1489540234565, 32779.34
1489540234658, 32778.14
1489540234768, 32782.06
1489540234862, 32772.72
1489540235002, 32785.41
1489540235065, 32788.41
1489540235158, 32782.28
1489540235252, 32787.32
1489540235362, 32785.14
1489540235455, 32778.75
1489540235565, 32800.26
1489540235659, 32768.1
1489540235752, 32782.35
1489540235862, 32791.64
1489540235955, 32785.46
1489540236065, 32787.81
1489540236159, 32780.23
1489540236252, 32764.86
1489540236362, 32791.21
1489540236455, 32772.58
1489540236565, 32775.02
1489540236659, 32770.25
1489540236752, 32775.46
1489540236862, 32768.01
1489540236955, 32750.49
1489540237049, 32774.73
1489540237159, 32764.93
1489540237268, 32766.08
1489540237362, 32758.35
1489540237455, 32742.53
1489540237549, 32790.11
1489540238299, 32773.03
1489540238346, 32777.26
1489540238456, 32755.01
1489540238549, 32765.78
1489540238659, 32768.2
1489540238752, 32769.98
1489540238878, 32771.77
1489540238956, 32764.09
1489540239050, 32784.76
1489540239159, 32767.77
1489540239252, 32760.52
1489540239362, 32779.5
1489540239456, 32775.38
1489540239550, 32778.78
1489540239659, 32763.94
1489540239753, 32773.35
1489540239846, 32760.31
1489540239956, 32795.63
1489540240034, 32773.6
1489540240143, 32782.11
1489540240253, 32775.36
1489540240346, 32769.72
1489540240456, 32787.24
1489540240549, 32766.15
1489540240659, 32768.43
1489540240737, 32786.95
1489540240846, 32744.16
1489540241034, 32752.09
1489540241143, 32769.25
1489540241237, 32755.92
1489540241347, 32755.96
1489540241440, 32747.28
1489540241550, 32746.21
1489540241643, 32734.29
1489540241753, 32350.67
1489540241846, 33231.96
1489540241940, 32243.41
1489540242065, 32051.88
1489540242144, 30478.66

